VIX,VIY,VGX,VGY,OIX,OIY
0.03589393856316924,0.9555731917913729,0.9594296218790166,0.46378006108218905,0.5516096188720865,0.3326313294822246
0.1403565298792143,0.144956635060498,0.9032399013405804,0.7723735693854012,0.5848758942470089,0.16166345355950512
0.17978357128870923,0.4541399426309062,0.9879754989917509,0.4960921175812642,0.6516716398320455,0.6120304079228418
0.013767639866773294,0.5856246278315713,0.9548767763119023,0.4178457048374101,0.4339729342697479,0.058264434687568846
0.06161868223974853,0.9630690788089545,0.9523299924910016,0.8540060403805638,0.39201367012882526,0.38222310151600264
0.1251874759713386,0.5759930016372635,0.9807204912487166,0.6189079674890882,0.5195556804840589,0.9599405677131811
0.09217632869676437,0.28494907786728235,0.920325962888745,0.7465444785451779,0.3673039352250253,0.5420968513120944
0.01845796528932217,0.9068245741845932,0.8687136510921977,0.49395945428384574,0.4986990582818892,0.13046336731191574
0.04818343996253333,0.9731573469504927,0.8896666003887775,0.46063788364885044,0.8430523083435271,0.8524113709491838
0.06899442721171022,0.2760456534890361,0.8887154409396799,0.7954349741489128,0.7857275547596122,0.2324650612849873
0.182299379691368,0.3299401177272339,0.8467345648470826,0.16532372968284215,0.7049070751451411,0.8619205173429172
0.01558823749794258,0.9143550738935358,0.9165184789696521,0.11387508849129056,0.46514889598276465,0.7827264986406806
0.1947608632553971,0.7407148612746209,0.8653439470651455,0.573398236330106,0.5747446750228355,0.8386882218074513
0.17090380736050692,0.9763183232997726,0.8929609295238059,0.6767584515741167,0.3919860327357588,0.26000215469774485
0.09322218602429236,0.571119722824712,0.9293049911678721,0.5787731200631212,0.746827836713559,0.8538951579692924
0.1286011666571744,0.9575099913842106,0.8992297897918449,0.685262207147212,0.5252665804282478,0.7206796739009257
0.09400994883701637,0.8454960957311827,0.8586375162217612,0.032954268847838454,0.755471069431898,0.6209078828112581
0.1814134483890347,0.2022481314526437,0.8242712511887716,0.07645353345637235,0.6266606825675924,0.7421034328347168
0.10687957981919623,0.4924016140629372,0.933658823160101,0.7769843196548213,0.3536211724015109,0.9249945579003116
0.05198736673968515,0.012973032253791577,0.8596085003358623,0.0877854589496605,0.31348190932079933,0.9511585831874537
0.16641166663441204,0.718362498469825,0.8175470795145067,0.6272606289999703,0.2577579940664443,0.11448080581511048
0.034113057814144344,0.5247152475158641,0.9733503212742023,0.49269606564429363,0.826209230452512,0.023288874408305755
0.12817788535388489,0.16078826616288855,0.9608329796171513,0.5383570817474023,0.6163606398430577,0.7940463754685306
0.05117966941598715,0.581119207644216,0.9320551897163135,0.6765863893170415,0.7003876383322791,0.3364314051245286
0.06556265012441478,0.633873863287336,0.958195703247838,0.47441612723368143,0.7174575949285107,0.0538030709804337
0.10503057088735854,0.4056827735533888,0.9683877545042667,0.9301886763346265,0.2606392645849336,0.8967964170653161
0.09285400701344632,0.37953318199275926,0.9706484641577385,0.4804326598408601,0.8320584852359073,0.769978650918676
0.17971226667705054,0.9296760703172239,0.9641640247789746,0.9589491052406586,0.5528706546200604,0.35905432951560384
0.11759031509674181,0.30393015307167964,0.9725750001130988,0.20940987744135742,0.573502482125769,0.07750952373708915
0.13981289493249371,0.1271705695124374,0.9526007424903804,0.6063579649866512,0.47809314979577733,0.11523115088289788
0.19379858167294692,0.9041296867886837,0.9051780371952163,0.2908356272355046,0.5505411519472364,0.04229258631761831
0.18865510059153717,0.4860486538628636,0.8441069926560876,0.8894480885282005,0.7830616227053571,0.2434735365042843
0.17929843265718542,0.43808570472094366,0.9509012970132129,0.9208703191156635,0.563566685219248,0.05445893137659528
0.08595994972152819,0.04457536607698418,0.8908908305479226,0.660737480601482,0.28396552447427403,0.8496049707532962
