VM1X,VM1Y,VM2X,VM2Y
0.7125,0.9131782945736434,0.10270270270270271,1.0
0.8920454545454546,0.3316831683168317,0.8867924528301887,0.21935483870967742
0.2937062937062937,0.5172413793103449,0.9832402234636871,0.8558558558558559
0.9587628865979382,0.2040169133192389,1.0,0.9975520195838433
1.0,0.6445556946182729,0.8057142857142857,0.3441011235955056
0.13368983957219252,0.5176651305683564,0.0,1.0
0.17532467532467533,0.05960945529290853,1.0,0.21798029556650247
0.7739130434782608,0.9663461538461539,0.6853146853146853,0.8732227488151659
0.9487179487179487,0.0576036866359447,1.0,1.0
0.18435754189944134,0.2617534942820839,0.0,0.0
0.9612903225806452,0.253765932792584,0.5773195876288659,0.17180616740088106
0.0,0.9800703399765534,0.664,0.0
0.19696969696969696,0.0,0.3161764705882353,0.248
0.7606382978723404,0.9824561403508771,0.0,0.22045454545454546
0.02717391304347826,0.0,0.7526315789473684,0.11294765840220386
0.11170212765957446,0.0,0.31875,0.14814814814814814
1.0,0.8023450586264657,0.4521276595744681,0.3161764705882353
0.8513513513513513,0.0,0.2804232804232804,0.0
0.1956521739130435,0.7560975609756098,0.5408805031446541,0.9233576642335767
0.8863636363636364,0.10538373424971363,0.5590551181102362,0.0
0.25517241379310346,0.2975778546712803,0.13559322033898305,0.0744336569579288
0.20418848167539266,0.39380022962112515,1.0,1.0
0.8152173913043478,1.0,0.13142857142857142,0.0
0.0,1.0,0.0,0.0
0.7560975609756098,0.6359945872801083,1.0,0.950381679389313
0.768361581920904,0.389321468298109,0.3770491803278688,0.8425324675324676
0.4866666666666667,0.8859357696566998,0.7650273224043715,0.12018140589569161
0.16149068322981366,0.9620915032679739,1.0,0.43115124153498874
0.788135593220339,0.14389359129383314,0.020134228187919462,0.8241379310344827
0.644808743169399,0.5089285714285714,0.21348314606741572,0.2161214953271028
0.9392265193370166,0.4326241134751773,1.0,0.09041095890410959
0.489010989010989,1.0,0.1839080459770115,1.0
1.0,0.0,1.0,0.8392603129445235
0.7163120567375887,0.29549248747913187,0.6062176165803109,0.7516556291390728
0.19473684210526315,0.04331210191082802,0.30714285714285716,0.3363028953229399
0.9452054794520548,0.3155792276964048,1.0,0.4250559284116331
0.17964071856287425,0.0,1.0,0.6901408450704225
0.45977011494252873,1.0,0.3356643356643357,1.0
1.0,0.10930232558139535,1.0,1.0
0.3235294117647059,0.851258581235698,0.2033898305084746,0.22709163346613545
0.14285714285714285,0.0,0.1694915254237288,0.2619047619047619
0.48717948717948717,0.7375296912114014,0.0,1.0
0.1484375,0.4640605296343001,0.5380116959064327,0.18193384223918574
0.8518518518518519,0.21263157894736842,0.29411764705882354,0.0
0.4065934065934066,0.4054726368159204,0.2994011976047904,0.28554502369668244
0.9485294117647058,0.32922318125770655,0.2937853107344633,0.392904073587385
0.717948717948718,0.03393939393939394,1.0,0.275
0.6095890410958904,0.24166666666666667,0.8211920529801324,0.3894736842105263
0.26732673267326734,0.31880733944954126,0.08823529411764706,0.2774869109947644
0.0,0.7408716136631331,0.5873015873015873,0.5716004813477737
0.7666666666666667,0.0,0.7736842105263158,0.4245939675174014
0.9391891891891891,0.0,1.0,1.0
0.41420118343195267,0.43342036553524804,0.5793103448275863,0.0
0.15,0.022702702702702703,0.22580645161290322,0.17046688382193267
0.052083333333333336,0.9583333333333334,0.0,0.26393270241850686
0.6086956521739131,0.08844339622641509,0.9523809523809523,0.0
1.0,0.7728459530026109,0.1871345029239766,1.0
0.9322916666666666,0.18010471204188483,0.8092783505154639,1.0
0.6378378378378379,0.17604617604617603,0.8152866242038217,0.0
0.9576719576719577,0.2419889502762431,0.49444444444444446,0.4410011918951132
0.603448275862069,0.0,0.8205128205128205,0.53601108033241
0.8529411764705882,0.5226960110041265,0.25547445255474455,0.23668032786885246
0.14942528735632185,0.12117903930131005,0.0,0.26322115384615385
0.09183673469387756,0.704630788485607,0.4479166666666667,0.7565392354124748
0.9021739130434783,0.0,0.7784431137724551,0.0
0.22485207100591717,0.3556701030927835,0.3672316384180791,1.0
0.8657718120805369,0.91701244813278,0.12886597938144329,0.6883977900552486
1.0,0.0,1.0,0.9282814614343707
0.08717948717948718,0.0,0.10091743119266056,0.31985294117647056
0.0718954248366013,0.5341981132075472,0.19444444444444445,0.6281179138321995
0.22641509433962265,1.0,0.09259259259259259,0.44907407407407407
0.013333333333333334,0.0,1.0,0.0
0.0,0.5311526479750779,0.05,0.3612078977932636
0.0,0.23935091277890466,0.762589928057554,0.5158124318429662
0.5590062111801242,0.5355113636363636,0.6071428571428571,0.16536661466458658
0.0,0.4723684210526316,0.23225806451612904,0.34195402298850575
0.8944099378881988,0.6643757159221076,1.0,0.15833333333333333
0.8021978021978022,0.6466591166477916,0.9320987654320988,1.0
0.7602739726027398,0.727164887307236,0.9085714285714286,0.8644918444165621
0.2578616352201258,0.0,0.10734463276836158,0.7952941176470588
0.04371584699453552,0.2087745839636914,0.010526315789473684,0.07957957957957958
0.15263157894736842,0.3633440514469453,0.0,0.1184573002754821
0.6714285714285714,0.0,0.1881720430107527,0.10859188544152745
0.6166666666666667,0.058161350844277676,0.2236024844720497,0.3808487486398259
0.7151515151515152,0.712403951701427,0.823170731707317,0.761071060762101
0.8823529411764706,0.7842502696871629,0.6470588235294118,0.9369266055045872
0.136,0.3323029366306028,0.13186813186813187,0.5509964830011723
0.04891304347826087,0.04665959703075292,0.4787234042553192,0.0
0.22043010752688172,1.0,0.7112676056338029,0.672566371681416
0.872093023255814,0.38788659793814434,0.65,0.17873303167420815
0.22330097087378642,0.8362282878411911,0.8387096774193549,0.9552599758162031
0.7218045112781954,0.0,0.6214285714285714,0.9307604994324631
0.3488372093023256,0.6593406593406593,0.39751552795031053,0.4658682634730539
0.41379310344827586,0.17096018735362997,0.0,0.033478893740902474
1.0,0.7603485838779956,0.36885245901639346,0.0
0.18994413407821228,0.03672787979966611,0.0,0.9284862932061978
0.7207792207792207,0.06455696202531645,0.9827586206896551,0.4166666666666667
0.17613636363636365,0.17450365726227796,0.26506024096385544,0.28782707622298065
0.12195121951219512,0.8010695187165775,0.5026178010471204,0.9638949671772429
0.90625,0.5005235602094241,0.1032258064516129,0.33707865168539325
0.45751633986928103,0.0,0.15037593984962405,0.25922131147540983
0.0,0.7192118226600985,0.16981132075471697,0.46256983240223465
0.7206703910614525,0.6170212765957447,0.8235294117647058,0.49178532311062434
0.0,0.07790821771611527,0.0,0.6203703703703703
0.7908496732026143,0.009836065573770493,0.7123287671232876,0.7345844504021448
0.5967741935483871,0.4689880304678999,0.34782608695652173,1.0
0.2696629213483146,0.6332916145181476,0.9142857142857143,0.5641646489104116
0.49700598802395207,0.7197640117994101,0.7692307692307693,0.6709677419354839
1.0,1.0,0.8494623655913979,1.0
0.7351351351351352,0.0,1.0,0.5588633288227334
0.7111111111111111,0.9220272904483431,0.6707317073170732,1.0
0.6564102564102564,0.8276269185360094,0.11702127659574468,1.0
0.07216494845360824,0.25396825396825395,0.0,0.06033376123234917
0.10204081632653061,0.26303317535545023,1.0,0.6818742293464858
0.06790123456790123,0.5740365111561866,0.23841059602649006,0.1634199134199134
0.3128834355828221,0.8216867469879519,0.0,0.7113884555382215
0.5034965034965035,0.2862903225806452,1.0,0.15628539071347677
0.11666666666666667,0.3238341968911917,0.3984375,0.03225806451612903
0.4369747899159664,0.34097421203438394,0.5803108808290155,0.2991718426501035
0.8387096774193549,0.4648241206030151,0.46408839779005523,0.35838926174496644
1.0,0.20574162679425836,0.5287356321839081,0.12758996728462377
0.32642487046632124,0.725531914893617,0.711764705882353,1.0
0.6864864864864865,0.9838523644752019,0.6285714285714286,0.0
0.14814814814814814,0.42650918635170604,0.125,0.12582781456953643
0.0,0.4260089686098655,0.5492957746478874,0.3273495248152059
0.806060606060606,0.227994227994228,1.0,0.11534276387377584
0.05056179775280899,0.30154946364719903,0.055865921787709494,0.5150501672240803
0.5217391304347826,0.3277310924369748,0.84,0.2789400278940028
1.0,0.4564831261101243,0.5260115606936416,0.0
0.6580645161290323,0.5424929178470255,0.9241379310344827,0.9047619047619048
1.0,1.0,1.0,1.0
0.20915032679738563,0.9174917491749175,0.0650887573964497,0.24873737373737373
0.0,0.16925064599483206,0.1511627906976744,0.8549222797927462
0.2802197802197802,0.8798735511064278,0.708994708994709,0.7684478371501272
1.0,0.8002450980392157,0.436046511627907,0.0
0.6190476190476191,0.04471101417666303,0.8095238095238095,0.9840909090909091
0.7455621301775148,0.7246558197747184,0.4810126582278481,0.6609195402298851
0.6071428571428571,0.1953204476093591,0.5506329113924051,0.33804347826086956
0.7875647668393783,0.0765661252900232,0.4513888888888889,0.10899182561307902
0.031496062992125984,0.1446229913473424,0.17791411042944785,0.0
0.4166666666666667,0.0683453237410072,0.5906735751295337,0.0
0.46632124352331605,1.0,0.7572254335260116,0.7713365539452496
0.09326424870466321,0.07310344827586207,0.9555555555555556,0.8922872340425532
0.7128712871287128,0.0,0.7672955974842768,0.21271676300578035
0.6931216931216931,0.5081481481481481,0.855072463768116,0.0
0.5416666666666666,0.9715846994535519,0.8132530120481928,1.0
0.0,0.80083857442348,0.0,0.19708029197080293
0.7526315789473684,0.6414662084765178,0.9320987654320988,0.30103806228373703
0.1751412429378531,1.0,0.4144736842105263,0.7212885154061625
0.8092485549132948,0.633419689119171,1.0,0.0
0.9594594594594594,0.9375661375661376,0.7828571428571428,1.0
0.8449612403100775,0.5592255125284739,0.3695652173913043,0.9886621315192744
0.723404255319149,0.573394495412844,1.0,0.5863267670915412
0.13690476190476192,1.0,0.6666666666666666,0.9250681198910081
0.0893854748603352,0.0,0.5847953216374269,0.0
1.0,0.5641379310344827,0.427536231884058,0.0
0.1319796954314721,0.9973333333333333,0.6647727272727273,1.0
0.2681564245810056,1.0,1.0,1.0
0.4523809523809524,0.26996625421822273,0.6324324324324324,0.026932084309133488
0.7719298245614035,0.17285531370038412,1.0,0.3793103448275862
1.0,0.8056426332288401,0.7947019867549668,0.20351239669421486
0.7607361963190185,0.6031390134529148,1.0,0.5883748517200474
0.8373493975903614,0.4984025559105431,0.7021276595744681,0.7157232704402515
0.4858757062146893,0.9169398907103825,0.0,0.8903394255874674
0.3532608695652174,0.03337969401947149,0.9482758620689655,0.43478260869565216
0.5670103092783505,0.9423913043478261,0.8928571428571429,0.2531017369727047
0.9591836734693877,0.14709371293001186,0.0736196319018405,0.2729591836734694
0.8554216867469879,0.9031007751937985,1.0,0.42052023121387283
0.9647058823529412,0.19170984455958548,0.9664429530201343,0.6511891279728199
0.6174863387978142,0.42877094972067037,0.9578947368421052,0.2634146341463415
0.30256410256410254,1.0,0.0,0.6674556213017752
0.8278145695364238,0.4431818181818182,0.8260869565217391,0.5548387096774193
0.4342857142857143,0.9068736141906873,0.3551912568306011,0.7116644823066841
0.2934131736526946,0.22604422604422605,0.632258064516129,0.4992987377279102
0.08666666666666667,0.8888888888888888,0.136,0.4125514403292181
0.35119047619047616,0.3430232558139535,0.2459016393442623,0.19308035714285715
0.1595744680851064,0.30719794344473006,1.0,0.019845644983461964
0.029585798816568046,0.003181336161187699,0.3791208791208791,0.35526315789473684
0.3434343434343434,1.0,0.3468208092485549,0.7190412782956058
1.0,0.09811827956989247,0.9064327485380117,0.08050314465408805
0.25316455696202533,0.0,0.3974358974358974,0.9833147942157954
0.7018633540372671,0.3224592220828105,0.08280254777070063,0.0
0.9081081081081082,0.46515151515151515,0.6227544910179641,0.1341301460823373
0.3055555555555556,0.3347050754458162,1.0,0.8092566619915849
1.0,0.4140625,1.0,0.520935960591133
0.0,1.0,0.10112359550561797,0.0
0.6507936507936508,0.183206106870229,0.2847682119205298,0.011152416356877323
0.20300751879699247,0.04021164021164021,0.1891891891891892,0.35314285714285715
0.014388489208633094,0.8740740740740741,0.0,0.8066298342541437
0.2645161290322581,0.16865079365079366,0.35374149659863946,0.0
0.45789473684210524,0.29942857142857143,0.7731958762886598,0.28150765606595995
0.016483516483516484,0.13302752293577982,0.9289340101522843,0.5142150803461063
0.8225806451612904,0.8864406779661017,0.8012820512820513,0.19894598155467721
0.2857142857142857,0.13855421686746988,0.25773195876288657,0.5745454545454546
0.16470588235294117,0.521255060728745,1.0,1.0
0.2945205479452055,0.0,0.8380281690140845,0.0
0.9767441860465116,0.4316109422492401,1.0,0.7456021650879567
0.8629032258064516,0.9061728395061729,0.7906976744186046,0.6837209302325581
0.9358974358974359,0.5543859649122806,1.0,0.8803716608594657
0.41237113402061853,0.1935483870967742,0.44,0.0
0.7717391304347826,0.8287092882991556,0.375,0.2502951593860685
0.6684210526315789,0.4825765575501584,0.5789473684210527,0.5170387779083431
1.0,0.9051254089422028,0.7816901408450704,0.9234088457389428
0.826530612244898,0.529335071707953,0.17714285714285713,0.4053452115812918
1.0,0.9026737967914439,0.20809248554913296,0.1512513601741023
0.049689440993788817,0.0,0.6153846153846154,0.0
0.16556291390728478,0.6478405315614618,1.0,1.0
0.60431654676259,0.0,0.9354838709677419,0.7118012422360248
1.0,0.0,0.9371069182389937,0.8607888631090487
0.7052023121387283,0.40789473684210525,0.0,1.0
0.0,0.30335861321776814,0.078125,0.9246284501061571
0.8296296296296296,0.2721649484536082,0.8350515463917526,0.2757201646090535
0.6809815950920245,0.3100686498855835,1.0,0.6155202821869489
0.9337349397590361,0.18487394957983194,1.0,0.0
0.37857142857142856,0.47192982456140353,0.5038759689922481,0.047377326565143825
0.42162162162162165,1.0,0.0,0.618437900128041
0.4666666666666667,0.0220125786163522,0.4266666666666667,0.1734820322180917
0.0,0.011002444987775062,0.35119047619047616,0.0
0.6610169491525424,0.8275084554678692,1.0,0.0
0.8167539267015707,1.0,0.7027027027027027,0.8871473354231975
1.0,0.09408033826638477,0.6763005780346821,0.11333333333333333
0.6606060606060606,0.5323496027241771,0.3333333333333333,0.23203026481715006
1.0,0.0,1.0,0.14033264033264034
0.6577181208053692,0.4155124653739612,0.03409090909090909,0.16666666666666666
0.05673758865248227,0.9201101928374655,0.38764044943820225,1.0
0.9776536312849162,0.18855656697009102,0.9080459770114943,0.9058441558441559
0.815068493150685,0.11958762886597939,0.42134831460674155,0.0
1.0,0.25876288659793817,0.963855421686747,0.9551357733175915
