VIX,VIY,VGX,VGY,OIX,OIY
0.15641984840224754,0.43182336235774615,0.8512473967660762,0.8513774405661463,0.46661053444205025,1.0
0.15968146717420753,0.027518348156756328,0.9748113374040569,0.7501132856171077,0.4568048692822787,0.0
0.08426615087276244,0.5060541871681824,0.9021677655818312,0.4914945860225652,0.5862050248872083,0.0
0.10404169695044811,0.6609046927315974,0.8200986703298679,0.5463922630733887,0.7822398895273315,0.0
0.09828316867800548,0.2822870215071323,0.8598968672268983,0.335555043225778,0.8288068072354552,0.0
0.19227928897498361,0.9636335172009696,0.818933827626906,0.13784197944837195,0.8170716684120748,1.0
0.17745613304760552,0.9693736925443399,0.8649022771159098,0.3231823100507215,0.36539337389363863,1.0
0.1324138798366918,0.08168451140935899,0.9265730309925451,0.6934988876763214,0.6916649994770812,1.0
0.1899572135085848,0.7148979890055132,0.9127564061362897,0.9312551855149096,0.3551371515417127,1.0
0.09442141041220085,0.5127467806781298,0.982153398853706,0.3294824011228093,0.7740064421874958,1.0
0.17956468589866256,0.45756003894273234,0.8818522807324538,0.7188576680445261,0.31649158422939083,1.0
0.08500189656076626,0.08456955490602992,0.976497485673665,0.9348891622705143,0.5162554691428349,1.0
0.15264462575245602,0.20759482023441858,0.8121021327145546,0.14294963789670928,0.6245137643480996,0.0
0.06001601706528662,0.6592085182114383,0.9386239952354671,0.6988094828388921,0.41484814137247467,1.0
0.17669191426587733,0.43092606756675644,0.9150831986029839,0.6254218764932185,0.3953923029015912,1.0
0.04740832546128826,0.5818234054969228,0.9601929505914958,0.6952702541557866,0.4184824463638803,1.0
0.18715544415106708,0.7142831303801637,0.8680813357042229,0.9047193488900853,0.8052713058445181,1.0
0.1766250455441221,0.21934015166365933,0.8377545694156548,0.9176347181486947,0.5199019141041255,1.0
0.059871874826721246,0.7267844239060316,0.9009629636453422,0.39942592477825034,0.5350220762953557,1.0
0.10374204380115731,0.22109219790553597,0.971068702457631,0.9464785785020989,0.7015415786316207,0.0
0.023565129150496675,0.9363143121500914,0.9604898174355609,0.1523282542474592,0.7406338011805753,1.0
0.06950737732609945,0.6314546041875749,0.9318526551316444,0.0595023320512157,0.5943104711084635,0.0
0.09583256674684765,0.8797282545150928,0.9751337931740948,0.468415668101086,0.6592903789300757,0.0
0.022534801406989737,0.08266801050352109,0.9729757380570625,0.5432799226607343,0.35946566923531187,0.0
0.04135122694671582,0.411529854426331,0.9698431722788718,0.6158741476379294,0.7428740334788515,1.0
0.09735261709926567,0.13368220922075508,0.8636458227719992,0.687326598923581,0.5671766825771356,1.0
0.04704286068418386,0.2500017312550183,0.8787900827559745,0.40867928196983166,0.600659582598134,1.0
0.061533145884555294,0.10137846603305231,0.932714084749535,0.6896585177362035,0.6938557467271809,0.0
0.060438795542494005,0.504599372567499,0.9023546250106556,0.8453235091875642,0.6347336088081665,1.0
0.1883134807659619,0.07726189227516873,0.9134138140137835,0.20467683940767048,0.843284126345122,1.0
0.16162932840047214,0.37653739437346834,0.8679842129393118,0.5536355171709347,0.3917747384809895,0.0
0.14083207377933202,0.3949901763764241,0.9505118021763996,0.04157359583743471,0.615732322227455,1.0
0.13437574204682404,0.11175278486354888,0.8866397157341938,0.6684838647996997,0.2969955891275899,1.0
